S,tA,tB,synA,synB
"(np.int64(2), np.int64(24), np.int64(31), np.int64(38))",7.929314120641226,8.41037990722323,0.04396007276372749,0.032356459676182836
"(np.int64(2), np.int64(25), np.int64(28), np.int64(37))",4.582010499953639,3.930953944719608,0.024908587580291908,0.01558283096182167
"(np.int64(2), np.int64(25), np.int64(34), np.int64(42))",3.047256909064452,3.423518153339615,0.03129185827316272,0.020464889575212974
"(np.int64(2), np.int64(27), np.int64(29), np.int64(36))",3.8801542464017746,3.9305374561112636,0.0,0.024489200623110552
"(np.int64(2), np.int64(27), np.int64(30), np.int64(36))",4.609873087122533,5.268984876441666,0.0,0.012480184473429468
"(np.int64(2), np.int64(27), np.int64(30), np.int64(39))",6.125511565778556,6.725628180859557,0.023226184751185874,0.006837517851286723
"(np.int64(2), np.int64(27), np.int64(31), np.int64(36))",2.789271467365471,1.690504370269816,-0.00945720779170034,0.02512741027716625
"(np.int64(2), np.int64(27), np.int64(33), np.int64(43))",2.753435758365895,5.484049985065342,0.002976760559874503,0.0355021337719883
"(np.int64(2), np.int64(27), np.int64(36), np.int64(38))",7.2326742333383915,6.011141027741431,0.0,0.012970809879548795
"(np.int64(2), np.int64(28), np.int64(30), np.int64(35))",1.9852994430535906,3.5939207289653825,-0.008916675522032569,0.01654539738279437
"(np.int64(2), np.int64(28), np.int64(30), np.int64(36))",1.9852994430535906,3.5939207289653825,-0.008916675522032569,0.01654539738279437
"(np.int64(2), np.int64(28), np.int64(30), np.int64(42))",13.193486602089745,5.928332989721143,-0.012467659604458836,0.044376470697076176
"(np.int64(2), np.int64(28), np.int64(31), np.int64(40))",4.414112858152562,3.2036519145560374,0.04255302287989948,0.031531861292068086
"(np.int64(2), np.int64(30), np.int64(35), np.int64(41))",4.333260934249935,5.655865935207537,-0.002725305149250068,0.006747614159817283
"(np.int64(2), np.int64(30), np.int64(39), np.int64(41))",4.445470983797589,11.270819585226858,0.03701461543173801,0.006357875359124132
"(np.int64(2), np.int64(32), np.int64(36), np.int64(38))",4.202355175620421,1.9402636147930479,0.027432496651797367,0.03290668272824615
"(np.int64(2), np.int64(34), np.int64(36), np.int64(43))",2.455702903937366,2.1758680200887652,0.0003316306049655493,0.00029783959854179365
"(np.int64(2), np.int64(38), np.int64(40), np.int64(42))",5.597116062634259,8.729919187660917,0.014223638708531383,0.015613398544967683
"(np.int64(3), np.int64(4), np.int64(5), np.int64(8))",4.4775120674727615,2.831715487141419,0.024175717438350675,0.021686800492664027
"(np.int64(3), np.int64(4), np.int64(8), np.int64(19))",3.2668698066606416,3.226646567313576,0.023540929496393526,0.021422694548131394
"(np.int64(3), np.int64(4), np.int64(15), np.int64(39))",5.524090578213526,7.400344117030681,0.022721593294537823,0.02752734704377302
"(np.int64(3), np.int64(4), np.int64(18), np.int64(37))",4.441709665895944,4.964388441420353,0.02732211745561597,0.01750650200798043
"(np.int64(3), np.int64(4), np.int64(21), np.int64(31))",3.972137123870117,4.0086839659710884,-0.004781429846233198,0.012274414007004353
"(np.int64(3), np.int64(4), np.int64(21), np.int64(42))",3.5520090851420467,3.4288558169711645,0.0076668853774356505,0.020407645715163625
"(np.int64(3), np.int64(4), np.int64(22), np.int64(40))",1.7714073246264632,4.759192424004763,0.021984100131200113,0.02313551091066912
"(np.int64(3), np.int64(4), np.int64(23), np.int64(32))",3.648117241278114,3.4749118465844506,0.023505203760929128,0.015069961727185777
"(np.int64(3), np.int64(4), np.int64(24), np.int64(29))",4.956311215616489,2.9767015863734616,0.004570349569398058,0.02482917544879315
"(np.int64(3), np.int64(4), np.int64(32), np.int64(39))",2.6249706900857905,3.6818430400912243,0.04107683175636312,0.050106828405856674
"(np.int64(3), np.int64(5), np.int64(6), np.int64(10))",7.8196370771874335,8.536131348412752,0.026087573119030205,0.035541081427081234
"(np.int64(3), np.int64(5), np.int64(9), np.int64(33))",4.066425057371259,3.281582640528089,0.04267805182332651,0.06310169184188963
"(np.int64(3), np.int64(5), np.int64(10), np.int64(35))",4.4044828052990725,5.602811035855815,0.011407763499924783,0.02803711800280695
"(np.int64(3), np.int64(5), np.int64(13), np.int64(37))",6.01325439880563,4.184584694487081,0.08280215468386665,0.06480992687218978
"(np.int64(3), np.int64(5), np.int64(14), np.int64(21))",3.8181257790227154,4.591179179938122,0.009132436187539228,0.014895254604152308
"(np.int64(3), np.int64(5), np.int64(14), np.int64(28))",5.544694207904701,3.535170261676918,0.020801785870443124,0.03071049925319569
"(np.int64(3), np.int64(5), np.int64(16), np.int64(31))",7.362639688069719,7.522609664351582,0.03981012511272497,0.04932125361876716
"(np.int64(3), np.int64(5), np.int64(17), np.int64(18))",4.601504527011216,4.556381421604066,0.01330217832989522,0.019485766290714968
"(np.int64(3), np.int64(5), np.int64(17), np.int64(22))",3.7090055042007863,4.705462525666316,0.015667512050613897,0.016636065352779617
"(np.int64(3), np.int64(5), np.int64(22), np.int64(26))",4.0677342554251155,3.0375153019640746,0.01309255806186227,0.0199816497216998
"(np.int64(3), np.int64(5), np.int64(23), np.int64(34))",9.638811343369081,5.12382863070494,0.005086400038580852,0.003779806858848711
"(np.int64(3), np.int64(5), np.int64(25), np.int64(28))",7.218895926128577,5.536729389443082,0.01621886267988426,0.006889427238115142
"(np.int64(3), np.int64(5), np.int64(29), np.int64(32))",2.3396446170168645,3.2244893381035142,0.015887997476236926,0.04334353673894398
"(np.int64(3), np.int64(5), np.int64(31), np.int64(41))",1.7737983535449944,3.234829941241805,0.004353082880689585,0.00800207157125532
"(np.int64(3), np.int64(5), np.int64(34), np.int64(38))",10.285799812207117,5.0712706173717566,0.007430518807992725,0.0178560139420606
"(np.int64(3), np.int64(6), np.int64(9), np.int64(22))",4.245985226986446,5.047246518827777,0.03129894753482465,0.03220476948851203
"(np.int64(3), np.int64(6), np.int64(9), np.int64(41))",1.9402263049936512,2.0693787360941243,0.008124476067920439,0.008900070130128723
"(np.int64(3), np.int64(6), np.int64(10), np.int64(39))",6.3195441321265315,7.131232220707143,0.05624508754762125,0.04706559420950707
"(np.int64(3), np.int64(6), np.int64(13), np.int64(18))",5.33195294029513,5.9190115427787795,0.04073941996957142,0.02636937986493504
"(np.int64(3), np.int64(6), np.int64(13), np.int64(24))",3.0012424953272063,1.619574509494353,0.04770580838006466,0.03658829005271225
"(np.int64(3), np.int64(6), np.int64(13), np.int64(28))",3.620125475903049,3.5459197173990185,0.031733636724806225,0.01828031518009887
"(np.int64(3), np.int64(6), np.int64(14), np.int64(15))",11.337678569296035,8.88579796418235,0.025118538380796473,0.035720419465937514
"(np.int64(3), np.int64(6), np.int64(14), np.int64(34))",3.3330294546371526,2.9552283665691226,0.028014976600308605,0.026455237012375954
"(np.int64(3), np.int64(6), np.int64(17), np.int64(41))",3.4376447780998043,2.7483349880433092,0.01710617154996763,0.014680618115909483
"(np.int64(3), np.int64(6), np.int64(19), np.int64(43))",4.203246355664237,4.073434575276334,0.05310133766136471,0.0545959503588892
"(np.int64(3), np.int64(6), np.int64(21), np.int64(30))",9.28008457305082,6.427748123014707,0.013256520264004035,0.03926612178081712
"(np.int64(3), np.int64(6), np.int64(27), np.int64(43))",5.533761968776955,4.413634681950174,0.0003881399558026688,0.028770277926494003
"(np.int64(3), np.int64(6), np.int64(29), np.int64(41))",4.775003190383521,2.1196854747409386,0.00779553838462399,0.002090623486148191
"(np.int64(3), np.int64(6), np.int64(31), np.int64(32))",5.760487316433498,7.92587147203002,0.004834859239070566,0.0057922451167986555
"(np.int64(3), np.int64(6), np.int64(31), np.int64(38))",4.3279530748542285,4.819125817479185,0.04744404786435519,0.0526712403444769
"(np.int64(3), np.int64(6), np.int64(32), np.int64(39))",5.888827846812377,6.05222490865717,0.04476201055548201,0.05576875364914591
"(np.int64(3), np.int64(6), np.int64(40), np.int64(42))",6.37668276333887,5.785508888689917,0.014995148429947203,0.02490019521123943
"(np.int64(3), np.int64(7), np.int64(8), np.int64(15))",5.59828375299592,8.742815342098298,0.02682913923422592,0.02176378607704521
"(np.int64(3), np.int64(7), np.int64(11), np.int64(21))",3.21724942062776,5.557712294478641,0.005610110822369285,0.016839221792809056
"(np.int64(3), np.int64(7), np.int64(11), np.int64(39))",3.7061656806940233,3.0652238400494647,0.05755318674662635,0.06906830231931071
"(np.int64(3), np.int64(7), np.int64(14), np.int64(23))",11.443988155806563,6.734412158990703,0.01292480386368522,0.013309666762228778
"(np.int64(3), np.int64(7), np.int64(15), np.int64(39))",8.54482435848883,9.22877847801486,0.01985765212605195,0.01687276889273759
"(np.int64(3), np.int64(7), np.int64(16), np.int64(23))",5.449303787143322,4.198738526602226,0.012391444903575688,0.029707227073177744
"(np.int64(3), np.int64(7), np.int64(19), np.int64(23))",13.151794892245858,4.275507040609409,0.011042544997585724,0.017683509025721467
"(np.int64(3), np.int64(7), np.int64(19), np.int64(36))",2.1285413811592435,2.8707657592084157,0.016379474771507474,0.011837518004581549
"(np.int64(3), np.int64(7), np.int64(23), np.int64(41))",12.577330562862219,2.278662249937964,0.018028898980593455,0.013189498641221653
"(np.int64(3), np.int64(7), np.int64(27), np.int64(30))",7.27412600264209,8.014039431448783,0.0,0.007269272046336983
"(np.int64(3), np.int64(7), np.int64(27), np.int64(35))",5.481636901159652,2.5172576743703816,-0.009919157072872165,0.008053789169279901
"(np.int64(3), np.int64(7), np.int64(29), np.int64(35))",2.22579259430399,2.5487056853829726,0.02141810929773602,0.02380080106870508
"(np.int64(3), np.int64(7), np.int64(30), np.int64(33))",5.8985191679319975,4.816077095503687,0.009899542213658297,0.022038899117602595
"(np.int64(3), np.int64(7), np.int64(31), np.int64(41))",2.6880373365450954,2.885969968478724,0.010785985006839804,0.007477410514829419
"(np.int64(3), np.int64(7), np.int64(34), np.int64(40))",7.833808637481573,3.8103460880597013,0.03337351777126896,0.037833038707273725
"(np.int64(3), np.int64(7), np.int64(37), np.int64(39))",5.981524077935544,4.057696431682233,0.011722945050507416,0.029617890440395644
"(np.int64(3), np.int64(8), np.int64(10), np.int64(21))",3.642449061065642,2.7402357630614187,-8.656669277584683e-05,0.06561055719590414
"(np.int64(3), np.int64(8), np.int64(10), np.int64(30))",2.9495092085720227,4.106704031914972,0.025620910039877653,0.015906577671358724
"(np.int64(3), np.int64(8), np.int64(10), np.int64(42))",5.443090091586102,6.4215915335750795,0.03149971608705471,0.030579905196429613
"(np.int64(3), np.int64(8), np.int64(12), np.int64(24))",2.982618822706288,5.499902156843093,0.014649406239576779,0.014861763306632247
"(np.int64(3), np.int64(8), np.int64(13), np.int64(25))",4.8008996145876965,2.7284835334487445,0.021341619851867,0.019234911294448653
"(np.int64(3), np.int64(8), np.int64(14), np.int64(35))",3.3297737833971612,4.0862620253478825,0.019855124858895845,0.012281713579686881
"(np.int64(3), np.int64(8), np.int64(14), np.int64(43))",3.6320590608178875,4.808343728974092,0.029689916227785607,0.030072088825275012
"(np.int64(3), np.int64(8), np.int64(15), np.int64(21))",10.238105404978668,4.2551468592119415,-0.0005417913817369335,0.02249580837897014
"(np.int64(3), np.int64(8), np.int64(15), np.int64(34))",3.4132791000355094,2.260148067723073,0.019593958552279522,0.01782652458999079
"(np.int64(3), np.int64(8), np.int64(15), np.int64(35))",3.4132791000355094,2.260148067723073,0.019593958552279522,0.01782652458999079
"(np.int64(3), np.int64(8), np.int64(16), np.int64(22))",2.4048046569579147,6.453973394987247,0.02725501900901539,0.010770322112432895
"(np.int64(3), np.int64(8), np.int64(19), np.int64(41))",1.4938569166848736,7.928971196821858,0.009427355134749904,0.009847482033502608
"(np.int64(3), np.int64(8), np.int64(24), np.int64(39))",6.73718287705667,4.600821582190293,0.030273428705644978,0.02106047280336476
"(np.int64(3), np.int64(8), np.int64(25), np.int64(28))",4.007079467494229,4.686289039507632,0.024890433051423688,0.015146805111673545
"(np.int64(3), np.int64(8), np.int64(25), np.int64(31))",3.3793258460053517,2.821734311595496,0.03192424769440516,0.010031675028140064
"(np.int64(3), np.int64(8), np.int64(29), np.int64(40))",5.113213552061297,3.444974389876296,0.025228911505286278,0.008920133730834001
"(np.int64(3), np.int64(8), np.int64(31), np.int64(39))",5.7852333433797725,3.6339323233179863,0.022743760005562663,0.015233198766610334
"(np.int64(3), np.int64(8), np.int64(36), np.int64(39))",1.9830308836357302,5.083895032418401,0.014293292708270733,0.013578056977668007
"(np.int64(3), np.int64(9), np.int64(10), np.int64(19))",3.688092814070294,5.217516326502905,0.038309749944950955,0.04633504907645336
"(np.int64(3), np.int64(9), np.int64(11), np.int64(35))",3.527123038176484,3.310784596733168,0.05044759138638777,0.043955629198656365
"(np.int64(3), np.int64(9), np.int64(11), np.int64(42))",4.422151922023944,5.302220590316471,0.05184579809909384,0.04695544363997761
"(np.int64(3), np.int64(9), np.int64(13), np.int64(21))",6.039880742773898,4.271885110225184,0.0018678369070227463,0.05079862970047211
"(np.int64(3), np.int64(9), np.int64(13), np.int64(35))",4.006958344352437,3.9005864208680463,0.03753065828752,0.02213303773747055
"(np.int64(3), np.int64(9), np.int64(15), np.int64(18))",4.431191924662654,6.379916698036097,0.0395760335570432,0.05691354336205834
"(np.int64(3), np.int64(9), np.int64(15), np.int64(42))",3.0211223477691473,3.3249127475780056,0.02959569630394998,0.03357531324539087
"(np.int64(3), np.int64(9), np.int64(19), np.int64(40))",14.224549735584727,6.078320584590738,0.0520307637299261,0.027731791109600223
"(np.int64(3), np.int64(9), np.int64(20), np.int64(31))",4.440311908245319,3.8976422456799815,0.029559107620277136,0.02439649366063279
"(np.int64(3), np.int64(9), np.int64(22), np.int64(25))",2.856348122277197,2.512220907446021,0.02453444450073039,0.01527527796565098
"(np.int64(3), np.int64(9), np.int64(23), np.int64(27))",3.6567595721723656,6.08633451704204,0.00933560498212982,0.009324125280465334
"(np.int64(3), np.int64(9), np.int64(26), np.int64(27))",7.174068283149649,2.7092488741138196,0.004742840798374726,0.007472112108144691
"(np.int64(3), np.int64(9), np.int64(28), np.int64(36))",2.165329926535857,3.686152679373512,0.02389092784322555,0.02401584392497791
"(np.int64(3), np.int64(9), np.int64(28), np.int64(39))",10.742437884380303,3.558455792302825,0.03150386874633826,0.011059256760933112
"(np.int64(3), np.int64(9), np.int64(30), np.int64(42))",3.5245798570712914,4.517175103865493,0.02679510491827053,0.040071694309785744
"(np.int64(3), np.int64(9), np.int64(32), np.int64(40))",2.768044323872589,3.6470077877533837,0.06751855936839568,0.09015737442619876
"(np.int64(3), np.int64(9), np.int64(34), np.int64(36))",2.648862097328154,3.6277310025591545,0.0002838029138080289,0.000375162395761075
"(np.int64(3), np.int64(9), np.int64(40), np.int64(42))",2.803078072182539,7.025566872368845,0.04927170801426339,0.03617391480109422
"(np.int64(3), np.int64(10), np.int64(14), np.int64(24))",7.277683622024708,6.878307122222953,0.044165492314972576,0.053127970121671586
"(np.int64(3), np.int64(10), np.int64(15), np.int64(21))",8.197523386326736,3.793735505117853,0.010042960985929383,0.01791713716083021
"(np.int64(3), np.int64(10), np.int64(16), np.int64(30))",5.798665977319068,4.491358767035814,0.04480175314343904,0.03769930634517937
"(np.int64(3), np.int64(10), np.int64(18), np.int64(38))",4.098631728810765,3.1268548810827568,0.039773973209260016,0.03932003716340804
"(np.int64(3), np.int64(10), np.int64(22), np.int64(41))",2.1455497953927787,3.6563360872086936,0.012664385914536003,0.009971095239771466
"(np.int64(3), np.int64(10), np.int64(28), np.int64(31))",3.5036495095893594,2.7856490291019806,0.026610132047711677,0.015416722879469269
"(np.int64(3), np.int64(10), np.int64(33), np.int64(38))",5.43576808041123,3.860583209321616,0.0488070244293306,0.06768464603360769
"(np.int64(3), np.int64(10), np.int64(36), np.int64(39))",2.4846568020125104,4.682357674138448,0.01794807848552271,0.030622953336848724
"(np.int64(3), np.int64(11), np.int64(14), np.int64(21))",6.2575981455639464,3.1324101943825187,0.007818118747831782,0.024903194893374336
"(np.int64(3), np.int64(11), np.int64(16), np.int64(37))",3.901899754543115,3.0712198790326597,0.04835550410266165,0.02961995467247669
"(np.int64(3), np.int64(11), np.int64(20), np.int64(27))",5.451684439157719,3.3850206564940444,0.008095144652182973,0.017271438523574933
"(np.int64(3), np.int64(11), np.int64(24), np.int64(27))",3.8441379341397286,6.046720701477027,0.02104920910625596,0.014594973335959494
"(np.int64(3), np.int64(11), np.int64(27), np.int64(38))",5.282984233359765,4.291284468778117,0.026331377051715066,0.01682747174179211
"(np.int64(3), np.int64(11), np.int64(30), np.int64(36))",2.0328775860466464,1.731340134809447,-0.007093156805567324,0.014060140979133662
"(np.int64(3), np.int64(11), np.int64(30), np.int64(42))",4.682561318262072,5.347506244330083,0.05301807810311465,0.027680599178957044
"(np.int64(3), np.int64(11), np.int64(32), np.int64(37))",2.420247301373963,4.1071396549008465,0.0709997830825061,0.05254847651040906
"(np.int64(3), np.int64(11), np.int64(33), np.int64(42))",2.8954851847074354,4.621716563120551,0.028640946086476493,0.03793286259513973
"(np.int64(3), np.int64(11), np.int64(37), np.int64(40))",6.084250326264623,6.430210294484305,0.05712603108824921,0.04065735835522288
"(np.int64(3), np.int64(12), np.int64(14), np.int64(39))",5.057673904296154,5.107365636402056,0.022813264811209932,0.03255099346394108
"(np.int64(3), np.int64(12), np.int64(19), np.int64(24))",7.816098456310373,7.0170687835237295,0.05045886043295689,0.04947027764546752
"(np.int64(3), np.int64(12), np.int64(24), np.int64(41))",1.9880799175350972,2.465924655334877,0.01222880661960557,0.011120385122432408
"(np.int64(3), np.int64(12), np.int64(25), np.int64(37))",2.6921113292831906,5.2680504550034755,0.0302737249969266,0.02807802062214193
"(np.int64(3), np.int64(12), np.int64(28), np.int64(30))",4.081748769989244,3.1987641076734965,0.004968359861933003,0.015029981250157087
"(np.int64(3), np.int64(12), np.int64(30), np.int64(41))",2.2855783904435003,2.4566290234539228,0.0104883476631642,0.00919969728188974
"(np.int64(3), np.int64(12), np.int64(32), np.int64(33))",2.9699229201341617,1.7122198023061348,0.015618750811022042,0.012122615884848864
"(np.int64(3), np.int64(12), np.int64(32), np.int64(38))",3.8362308474074793,3.063268664964354,0.03589851295736546,0.050902415569167414
"(np.int64(3), np.int64(12), np.int64(33), np.int64(36))",2.7135947629348545,2.9231088546357573,0.0383485800098462,0.028318844928809428
"(np.int64(3), np.int64(12), np.int64(35), np.int64(41))",2.955542601894057,2.6763628282305945,0.012196871748869076,0.010656853708760017
"(np.int64(3), np.int64(13), np.int64(15), np.int64(21))",2.68809283387838,4.18360972590973,-0.0008982973717057696,0.026594302514291734
"(np.int64(3), np.int64(13), np.int64(20), np.int64(23))",4.907087544625526,8.671615527138778,0.007047160790209506,0.0076449732128165415
"(np.int64(3), np.int64(13), np.int64(26), np.int64(33))",4.756488391027081,4.741038336024064,0.025947848424896502,0.020937366689255943
"(np.int64(3), np.int64(13), np.int64(29), np.int64(38))",11.246653908805671,4.564380854222814,0.13450824941938322,0.07727981819679264
"(np.int64(3), np.int64(14), np.int64(15), np.int64(19))",5.470182950329099,7.105717513860031,0.03622971221534621,0.03768177964997654
"(np.int64(3), np.int64(14), np.int64(15), np.int64(31))",7.711311343887656,6.527745746347759,0.03196027389036493,0.03580657103816842
"(np.int64(3), np.int64(14), np.int64(15), np.int64(34))",3.3146774661419323,5.495924870173208,0.017682281643708886,0.0184907071350493
"(np.int64(3), np.int64(14), np.int64(18), np.int64(43))",2.681405570901834,2.579300513301545,0.03573347501135116,0.0459092591679523
"(np.int64(3), np.int64(14), np.int64(19), np.int64(40))",7.79936663583983,10.36341897518543,0.07305058654155328,0.04182135673400511
"(np.int64(3), np.int64(14), np.int64(20), np.int64(38))",3.3612423129606817,7.923692261401614,0.0263647246733546,0.04119700132987458
"(np.int64(3), np.int64(14), np.int64(29), np.int64(34))",8.299949168978513,3.539986506616967,0.015483184519949678,0.02014003279159815
"(np.int64(3), np.int64(14), np.int64(32), np.int64(39))",3.5450162687619424,5.4985124003977415,0.0407695333681517,0.041408138434481656
"(np.int64(3), np.int64(15), np.int64(17), np.int64(25))",4.228761013092036,6.467596296153157,0.01726640658039158,0.008934402090263194
"(np.int64(3), np.int64(15), np.int64(22), np.int64(34))",5.371752760031262,3.1108281948687155,0.012684903842466455,0.009233160280154085
"(np.int64(3), np.int64(15), np.int64(23), np.int64(43))",10.127421834086185,3.414295819534259,0.008176029943291141,0.0065095783664734785
"(np.int64(3), np.int64(15), np.int64(24), np.int64(30))",5.775981467159383,8.381212553277846,0.015324852857079962,0.01672828432593354
"(np.int64(3), np.int64(15), np.int64(27), np.int64(31))",5.458564969987116,2.4869144450070717,-0.0036809199714208374,0.011793190186862867
"(np.int64(3), np.int64(15), np.int64(28), np.int64(32))",4.901336273544448,3.2440416161637464,0.020050858261828175,0.012905240334579848
"(np.int64(3), np.int64(15), np.int64(28), np.int64(33))",5.0903766021928964,3.5378607914179168,0.015252928774620478,0.011015162366277531
"(np.int64(3), np.int64(15), np.int64(29), np.int64(43))",3.556061744982638,6.11500090290855,0.023108949239803667,0.016583931063335777
"(np.int64(3), np.int64(16), np.int64(18), np.int64(43))",3.3574563583297254,2.290938574097777,0.03197430138282553,0.04916994051442369
"(np.int64(3), np.int64(16), np.int64(19), np.int64(29))",6.279708659012916,6.22957044903911,0.008171373415696292,0.029344535480096523
"(np.int64(3), np.int64(16), np.int64(22), np.int64(29))",4.263995201557823,2.768391562814986,0.029239382589381413,0.011773510184153735
"(np.int64(3), np.int64(16), np.int64(22), np.int64(40))",10.536667897127955,3.63571286140712,0.03678182746670011,0.02790625270050906
"(np.int64(3), np.int64(16), np.int64(26), np.int64(29))",3.0193494522157285,5.240560271770443,0.03760152497048652,0.015485601564415474
"(np.int64(3), np.int64(16), np.int64(29), np.int64(42))",5.059869675477283,5.283624786784911,0.0274746389938908,0.037792587928713206
"(np.int64(3), np.int64(16), np.int64(31), np.int64(32))",4.77670037253895,7.725989791601412,0.00460205250632717,0.005390571568307689
"(np.int64(3), np.int64(16), np.int64(34), np.int64(38))",3.3317923158054836,2.0529575629928076,0.02342892991856027,0.023899214194561758
"(np.int64(3), np.int64(17), np.int64(18), np.int64(24))",3.558839639195018,3.0569512134941794,0.024466403761864264,0.01931788215518626
"(np.int64(3), np.int64(17), np.int64(20), np.int64(25))",5.693161370516317,5.493877242429947,0.01043420036387055,0.004820189752309578
"(np.int64(3), np.int64(17), np.int64(21), np.int64(28))",9.238894456014187,7.352914010123371,0.0047836322331230585,0.004129265150608075
"(np.int64(3), np.int64(17), np.int64(22), np.int64(31))",4.4988663026742115,2.8872352165448403,0.01914153886774661,0.01047227842349907
"(np.int64(3), np.int64(17), np.int64(30), np.int64(37))",5.933680766877361,6.502976706883449,0.024247008322369923,0.03619315790949862
"(np.int64(3), np.int64(18), np.int64(19), np.int64(34))",4.162999293974629,3.5845290454101435,0.019622560216127183,0.020985766841670084
"(np.int64(3), np.int64(18), np.int64(21), np.int64(42))",2.8516497670150613,7.7644420816602615,-0.0013703158660943737,0.03172042049197776
"(np.int64(3), np.int64(18), np.int64(22), np.int64(28))",3.5007529301248623,4.186620770865338,0.01134127189404932,0.02085954733137174
"(np.int64(3), np.int64(18), np.int64(22), np.int64(33))",3.9851217028849,6.705001256918791,0.025179119241328318,0.02303408609048052
"(np.int64(3), np.int64(18), np.int64(23), np.int64(36))",4.843116971146711,4.624770500061838,0.013178168696652559,0.022851713912210192
"(np.int64(3), np.int64(18), np.int64(24), np.int64(32))",4.821496164210136,2.9490666321928725,0.026554444265240784,0.030874048067967563
"(np.int64(3), np.int64(18), np.int64(26), np.int64(43))",2.6374409601752933,3.4796118424197067,0.04284170649171404,0.044605184577158896
"(np.int64(3), np.int64(18), np.int64(30), np.int64(37))",7.177429081475019,7.214323877424044,0.05049949219277616,0.03423001869361464
"(np.int64(3), np.int64(18), np.int64(37), np.int64(39))",3.118866282957565,7.056228171215392,0.05868369421949715,0.03360297589187389
"(np.int64(3), np.int64(19), np.int64(23), np.int64(31))",1.8860521198095404,1.5011594822901264,0.007662796293919083,0.014311209428048532
"(np.int64(3), np.int64(19), np.int64(24), np.int64(27))",8.739865260536229,4.119949590362378,0.03553571195472016,0.0170428507700785
"(np.int64(3), np.int64(19), np.int64(26), np.int64(34))",2.8389621535898026,8.348319138536404,0.03514777096362376,0.02268599012501027
"(np.int64(3), np.int64(19), np.int64(28), np.int64(38))",7.694803070173478,4.050692857456532,0.03126397378694501,0.02143687446997844
"(np.int64(3), np.int64(19), np.int64(30), np.int64(35))",8.91002684289469,3.595443376878573,0.008994031915865786,0.02570383911905627
"(np.int64(3), np.int64(19), np.int64(31), np.int64(38))",3.9307651935701124,2.808433243500608,0.050396790496727295,0.03501501841717192
"(np.int64(3), np.int64(20), np.int64(21), np.int64(38))",4.961562126209543,3.3426080083610747,0.017618872921511097,0.012715302586830513
"(np.int64(3), np.int64(20), np.int64(22), np.int64(42))",3.817627423458932,4.722942355310587,0.03146316074595712,0.04186983560940438
"(np.int64(3), np.int64(20), np.int64(25), np.int64(37))",5.554715478018348,2.8676211477142646,0.0046053151699188,0.005431710707748949
"(np.int64(3), np.int64(20), np.int64(25), np.int64(39))",4.579062101304916,2.9152773854072622,0.009284460302686925,0.008929712455257421
"(np.int64(3), np.int64(20), np.int64(26), np.int64(41))",2.9647832778429066,4.8884445807376675,0.009912208061259142,0.007406687732426587
"(np.int64(3), np.int64(20), np.int64(28), np.int64(41))",4.65503580470785,3.5127119136520473,0.007750427716247343,0.005844043586638259
"(np.int64(3), np.int64(21), np.int64(22), np.int64(29))",6.1147067561651,4.0111855228592335,0.028775416114886654,0.00985068475147588
"(np.int64(3), np.int64(21), np.int64(22), np.int64(33))",3.011677454578595,4.99124646872531,0.0077266884323118346,0.01828531952853052
"(np.int64(3), np.int64(21), np.int64(22), np.int64(34))",2.2550827462111056,8.88928740430561,-0.014421803922177956,0.011912733588192559
"(np.int64(3), np.int64(21), np.int64(23), np.int64(41))",4.661684475912272,7.289115960634729,0.004894900640952882,0.02455844697014753
"(np.int64(3), np.int64(21), np.int64(24), np.int64(29))",4.502934012515038,3.41212122111586,0.048076232711976696,0.014760042275351992
"(np.int64(3), np.int64(21), np.int64(27), np.int64(41))",2.1758781468408346,4.193097284810927,0.015226054558040936,0.019895729862168143
"(np.int64(3), np.int64(21), np.int64(34), np.int64(41))",2.3127087528683354,5.574530091033769,0.0050801340570286735,0.009842851713910639
"(np.int64(3), np.int64(22), np.int64(25), np.int64(43))",2.1703535813026646,5.702133286664733,0.019798900986830348,0.011976997473378992
"(np.int64(3), np.int64(22), np.int64(31), np.int64(36))",4.1331501765442615,3.990711869749018,0.028452840320441153,0.011882116063614112
"(np.int64(3), np.int64(22), np.int64(33), np.int64(34))",4.278850658474015,3.9158368731613638,0.02993905887933801,0.01044450337496794
"(np.int64(3), np.int64(22), np.int64(41), np.int64(43))",1.7279292929503625,4.804601544955511,0.008577123047809887,0.01610192657804166
"(np.int64(3), np.int64(23), np.int64(24), np.int64(25))",6.447461337074416,3.995785599456182,0.015507780548896566,0.01773101793250298
"(np.int64(3), np.int64(23), np.int64(26), np.int64(29))",5.419571680471446,5.349746813406353,0.09716274702680183,0.011435602610733953
"(np.int64(3), np.int64(23), np.int64(26), np.int64(37))",3.236899297372231,7.47578933555498,0.016456284533551524,0.022363400626192242
"(np.int64(3), np.int64(23), np.int64(27), np.int64(36))",7.519517604708029,7.317219480072002,-0.010512460082186093,0.02967311446370846
"(np.int64(3), np.int64(23), np.int64(34), np.int64(36))",6.340553819049429,3.0605370675195114,4.758431363505178e-05,0.00023272784232775123
"(np.int64(3), np.int64(24), np.int64(28), np.int64(42))",3.0675728596006047,2.9886972297668333,0.017377172669766683,0.018374018516638668
"(np.int64(3), np.int64(24), np.int64(29), np.int64(43))",3.406171814367185,4.0490821648074125,0.03229992899549039,0.01733709101815384
