output_field,dtype,unit,source_tier,source_key,official_report_name,queryname,version,market_run_id,official_raw_field,official_dimension_fields,original_cadence,hour_alignment_or_aggregation,official_entry_url,explanation_zh
rt15_lmp_hourly_mean__energy_usd_per_mwh__th_sp15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__energy_usd_per_mwh__th_zp26_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__ghg_usd_per_mwh__th_np15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__ghg_usd_per_mwh__th_sp15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__ghg_usd_per_mwh__th_zp26_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_sp15_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_zp26_gen_apnd,float64,$/MWh,official CAISO OASIS,rt15_lmp,Fifteen-minute market LMP,PRC_RTPD_LMP,3.0,RTPD,PRC,NODE + LMP_TYPE,15 minutes,arithmetic UTC-hour mean only when all four quarter-hours exist,https://oasis.caiso.com/,三个 CAISO 交易枢纽的 LMP 总价及官方分量。
dam_as_requirement__mw__as_caiso__non_spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__non_spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__regulation_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__regulation_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__regulation_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__regulation_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__non_spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__non_spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__regulation_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_caiso_exp__spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__non_spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__non_spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__regulation_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__regulation_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__regulation_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__regulation_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26__spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__non_spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__non_spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__regulation_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__regulation_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__regulation_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__regulation_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_np26_exp__spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__non_spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__non_spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__regulation_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__regulation_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__regulation_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__regulation_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26__spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__non_spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__non_spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__regulation_down__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__regulation_down__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__regulation_up__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__regulation_up__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__spinning_reserve__maximum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_requirement__mw__as_sp26_exp__spinning_reserve__minimum,float64,MW,official CAISO OASIS,as_requirement,Ancillary-service requirements,AS_REQ,1.0,DAM,MW,ANC_REGION + ANC_TYPE + XML_DATA_ITEM,hourly,official DAM hourly interval value,https://oasis.caiso.com/,日前辅助服务区域需求上下限；仅保留官网实际发布的稀疏组合。
dam_as_clearing_price__usd_per_mw__nr__as_caiso,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__nr__as_caiso_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__nr__as_np26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__nr__as_np26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__nr__as_sp26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__nr__as_sp26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rd__as_caiso,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rd__as_caiso_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rd__as_np26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rd__as_np26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rd__as_sp26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rd__as_sp26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rmd__as_caiso_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__rmu__as_caiso_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__ru__as_caiso,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
